42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:58:49.0 (750800)|USER_INFO|[EXTERNAL]|005f4000001iPIc|lrodriguez-onboarding@altimetrik.com|Argentine Time|GMT-03:00
14:58:49.0 (799214)|EXECUTION_STARTED
14:58:49.0 (803313)|CODE_UNIT_STARTED|[EXTERNAL]|01pf400000ARlF6|CompSubCantBeModOrDelTrigrTest.testDataSetup
14:58:49.0 (1044798)|HEAP_ALLOCATE|[72]|Bytes:3
14:58:49.0 (1105946)|HEAP_ALLOCATE|[77]|Bytes:152
14:58:49.0 (1123383)|HEAP_ALLOCATE|[342]|Bytes:408
14:58:49.0 (1137000)|HEAP_ALLOCATE|[355]|Bytes:408
14:58:49.0 (1148819)|HEAP_ALLOCATE|[467]|Bytes:48
14:58:49.0 (1176204)|HEAP_ALLOCATE|[139]|Bytes:6
14:58:49.0 (1197543)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:173
14:58:49.0 (1244826)|METHOD_ENTRY|[2]|01pf400000ARlF6|CompSubCantBeModOrDelTrigrTest.CompSubCantBeModOrDelTrigrTest()
14:58:49.0 (1252246)|STATEMENT_EXECUTE|[2]
14:58:49.0 (1256675)|STATEMENT_EXECUTE|[2]
14:58:49.0 (1261289)|METHOD_EXIT|[2]|CompSubCantBeModOrDelTrigrTest
14:58:49.0 (1443985)|HEAP_ALLOCATE|[50]|Bytes:5
14:58:49.0 (1474241)|HEAP_ALLOCATE|[56]|Bytes:5
14:58:49.0 (1486002)|HEAP_ALLOCATE|[64]|Bytes:7
14:58:49.0 (1533637)|STATEMENT_EXECUTE|[4]
14:58:49.0 (1535625)|STATEMENT_EXECUTE|[5]
14:58:49.0 (1580231)|HEAP_ALLOCATE|[5]|Bytes:4
14:58:49.0 (1661756)|HEAP_ALLOCATE|[5]|Bytes:4
14:58:49.0 (1714253)|VARIABLE_ASSIGNMENT|[5]|this.LastName|"Diaz"|0x15d64975
14:58:49.0 (1744414)|VARIABLE_SCOPE_BEGIN|[5]|c|Contact|true|false
14:58:49.0 (1898307)|VARIABLE_ASSIGNMENT|[5]|c|{"LastName":"Diaz"}|0x15d64975
14:58:49.0 (1904784)|STATEMENT_EXECUTE|[6]
14:58:49.0 (1930263)|HEAP_ALLOCATE|[6]|Bytes:8
14:58:49.0 (1938838)|DML_BEGIN|[6]|Op:Insert|Type:Contact|Rows:1
14:58:49.0 (1966009)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:58:49.0 (12926107)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
14:58:49.0 (12951959)|DUPLICATE_DETECTION_BEGIN
14:58:49.0 (13773486)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf40000038BIj|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
14:58:49.0 (53599455)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
14:58:49.0 (53630801)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
14:58:49.0 (53642162)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
14:58:49.0 (53650691)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
14:58:49.0 (53808639)|DUPLICATE_DETECTION_END
14:58:49.0 (53816224)|CODE_UNIT_FINISHED|DuplicateDetector
14:58:49.0 (86581416)|DML_END|[6]
14:58:49.0 (86609070)|STATEMENT_EXECUTE|[8]
14:58:49.0 (86707456)|HEAP_ALLOCATE|[8]|Bytes:4
14:58:49.0 (86777285)|VARIABLE_SCOPE_BEGIN|[8]|comp_list|List<Compensation__c>|true|false
14:58:49.0 (86792130)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:58:49.0 (86809416)|VARIABLE_ASSIGNMENT|[8]|comp_list|[]|0x79fb0763
14:58:49.0 (86819232)|STATEMENT_EXECUTE|[9]
14:58:49.0 (86825074)|VARIABLE_SCOPE_BEGIN|[9]|i|Integer|false|false
14:58:49.0 (86834257)|HEAP_ALLOCATE|[9]|Bytes:4
14:58:49.0 (86849245)|VARIABLE_ASSIGNMENT|[9]|i|0
14:58:49.0 (86857216)|STATEMENT_EXECUTE|[9]
14:58:49.0 (86858885)|STATEMENT_EXECUTE|[10]
14:58:49.0 (86876617)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (87005517)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXzEJAA1"|0x9e2d68f
14:58:49.0 (87016854)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (87080007)|HEAP_ALLOCATE|[10]|Bytes:1
14:58:49.0 (87100747)|HEAP_ALLOCATE|[10]|Bytes:5
14:58:49.0 (87125582)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test0"|0x9e2d68f
14:58:49.0 (87133388)|HEAP_ALLOCATE|[11]|Bytes:6
14:58:49.0 (87150776)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x9e2d68f
14:58:49.0 (87157616)|HEAP_ALLOCATE|[11]|Bytes:5
14:58:49.0 (87171501)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x9e2d68f
14:58:49.0 (87206670)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:58:49.0 (87217364)|HEAP_ALLOCATE|[9]|Bytes:4
14:58:49.0 (87225606)|VARIABLE_ASSIGNMENT|[9]|i|1
14:58:49.0 (87232667)|STATEMENT_EXECUTE|[9]
14:58:49.0 (87234346)|STATEMENT_EXECUTE|[10]
14:58:49.0 (87248789)|HEAP_ALLOCATE|[10]|Bytes:4
