42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:58:49.0 (496348)|USER_INFO|[EXTERNAL]|005f4000001iPIc|lrodriguez-onboarding@altimetrik.com|Argentine Time|GMT-03:00
14:58:49.0 (544352)|EXECUTION_STARTED
14:58:49.0 (549901)|CODE_UNIT_STARTED|[EXTERNAL]|01pf400000ARf7J|testCompensationController.testDataSetup
14:58:49.0 (979578)|HEAP_ALLOCATE|[72]|Bytes:3
14:58:49.0 (1026991)|HEAP_ALLOCATE|[77]|Bytes:152
14:58:49.0 (1053317)|HEAP_ALLOCATE|[342]|Bytes:408
14:58:49.0 (1070033)|HEAP_ALLOCATE|[355]|Bytes:408
14:58:49.0 (1085123)|HEAP_ALLOCATE|[467]|Bytes:48
14:58:49.0 (1117928)|HEAP_ALLOCATE|[139]|Bytes:6
14:58:49.0 (1134482)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:138
14:58:49.0 (1154623)|METHOD_ENTRY|[2]|01pf400000ARf7J|testCompensationController.testCompensationController()
14:58:49.0 (1160989)|STATEMENT_EXECUTE|[2]
14:58:49.0 (1166423)|STATEMENT_EXECUTE|[2]
14:58:49.0 (1170847)|METHOD_EXIT|[2]|testCompensationController
14:58:49.0 (1296407)|HEAP_ALLOCATE|[50]|Bytes:5
14:58:49.0 (1320019)|HEAP_ALLOCATE|[56]|Bytes:5
14:58:49.0 (1328559)|HEAP_ALLOCATE|[64]|Bytes:7
14:58:49.0 (1369352)|STATEMENT_EXECUTE|[4]
14:58:49.0 (1371584)|STATEMENT_EXECUTE|[5]
14:58:49.0 (1415877)|HEAP_ALLOCATE|[5]|Bytes:4
14:58:49.0 (1497599)|HEAP_ALLOCATE|[5]|Bytes:4
14:58:49.0 (1551456)|VARIABLE_ASSIGNMENT|[5]|this.LastName|"Diaz"|0x5764ee7f
14:58:49.0 (1581214)|VARIABLE_SCOPE_BEGIN|[5]|c|Contact|true|false
14:58:49.0 (1600473)|VARIABLE_ASSIGNMENT|[5]|c|{"LastName":"Diaz"}|0x5764ee7f
14:58:49.0 (1605940)|STATEMENT_EXECUTE|[6]
14:58:49.0 (1630782)|HEAP_ALLOCATE|[6]|Bytes:8
14:58:49.0 (1644024)|DML_BEGIN|[6]|Op:Insert|Type:Contact|Rows:1
14:58:49.0 (1674107)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:58:49.0 (9173442)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
14:58:49.0 (9196312)|DUPLICATE_DETECTION_BEGIN
14:58:49.0 (9450600)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf40000038BIj|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
14:58:49.0 (34148353)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
14:58:49.0 (34168751)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
14:58:49.0 (34179161)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
14:58:49.0 (34185461)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
14:58:49.0 (34312275)|DUPLICATE_DETECTION_END
14:58:49.0 (34318885)|CODE_UNIT_FINISHED|DuplicateDetector
14:58:49.0 (55407605)|DML_END|[6]
14:58:49.0 (55429128)|STATEMENT_EXECUTE|[8]
14:58:49.0 (55531273)|HEAP_ALLOCATE|[8]|Bytes:4
14:58:49.0 (55600071)|VARIABLE_SCOPE_BEGIN|[8]|comp_list|List<Compensation__c>|true|false
14:58:49.0 (55613236)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:58:49.0 (55626959)|VARIABLE_ASSIGNMENT|[8]|comp_list|[]|0x60d5bf35
14:58:49.0 (55634209)|STATEMENT_EXECUTE|[9]
14:58:49.0 (55639745)|VARIABLE_SCOPE_BEGIN|[9]|i|Integer|false|false
14:58:49.0 (55650570)|HEAP_ALLOCATE|[9]|Bytes:4
14:58:49.0 (55658546)|VARIABLE_ASSIGNMENT|[9]|i|0
14:58:49.0 (55664381)|STATEMENT_EXECUTE|[9]
14:58:49.0 (55665974)|STATEMENT_EXECUTE|[10]
14:58:49.0 (55682862)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (55805272)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXzEEAA1"|0x393dc453
14:58:49.0 (55815257)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (55888961)|HEAP_ALLOCATE|[10]|Bytes:1
14:58:49.0 (55906654)|HEAP_ALLOCATE|[10]|Bytes:5
14:58:49.0 (55930490)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test0"|0x393dc453
14:58:49.0 (55937251)|HEAP_ALLOCATE|[11]|Bytes:6
14:58:49.0 (55952298)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x393dc453
14:58:49.0 (55958260)|HEAP_ALLOCATE|[11]|Bytes:5
14:58:49.0 (55970603)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x393dc453
14:58:49.0 (56000827)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:58:49.0 (56009553)|HEAP_ALLOCATE|[9]|Bytes:4
14:58:49.0 (56017518)|VARIABLE_ASSIGNMENT|[9]|i|1
14:58:49.0 (56023495)|STATEMENT_EXECUTE|[9]
14:58:49.0 (56025250)|STATEMENT_EXECUTE|[10]
14:58:49.0 (56044718)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (56071475)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXzEEAA1"|0x7b47f0df
14:58:49.0 (56088624)|HEAP_ALLOCATE|[10]|Bytes:1
14:58:49.0 (56098747)|HEAP_ALLOCATE|[10]|Bytes:5
14:58:49.0 (56114639)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test1"|0x7b47f0df
14:58:49.0 (56128790)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x7b47f0df
14:58:49.0 (56140876)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x7b47f0df
14:58:49.0 (56153523)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:58:49.0 (56159961)|HEAP_ALLOCATE|[9]|Bytes:4
14:58:49.0 (56166303)|VARIABLE_ASSIGNMENT|[9]|i|2
14:58:49.0 (56170924)|STATEMENT_EXECUTE|[9]
14:58:49.0 (56172719)|STATEMENT_EXECUTE|[10]
14:58:49.0 (56184005)|HEAP_ALLOCATE|[10]|Bytes:4
14:58:49.0 (56206249)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXzEEAA1"|0x2c8fbcb8
14:58:49.0 (56221464)|HEAP_ALLOCATE|[10]|Bytes:1
14:58:49.0 (56230679)|HEAP_ALLOCATE|[10]|Bytes:5
14:58:49.0 (56244180)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test2"|0x2c8fbcb8
14:58:49.0 (56256985)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x2c8fbcb8
14:58:49.0 (56268117)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x2c8fbcb8
